Action|Time|Value
-|1|-
KEY_DOWN | 0.180691 | W
KEY_DOWN | 0.119325 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.348175 | L
KEY_UP |0.0| L
KEY_DOWN | 0.025316 | C
KEY_UP |0.0| C
KEY_DOWN | 0.204544 | O
KEY_UP |0.0| O
KEY_DOWN | 0.060608 | M
KEY_UP |0.0| M
KEY_DOWN | 0.268580 | E
KEY_UP |0.0| E
KEY_DOWN | 0.383432 | D4
KEY_DOWN | 1.426476 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|1|-
-|2|-
KEY_DOWN | 0.119327 | W
KEY_DOWN | 0.099045 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.240553 | L
KEY_UP |0.0| L
KEY_DOWN | 0.053634 | C
KEY_UP |0.0| C
KEY_DOWN | 0.157812 | O
KEY_UP |0.0| O
KEY_DOWN | 0.239574 | M
KEY_UP |0.0| M
KEY_DOWN | 0.425147 | E
KEY_UP |0.0| E
KEY_DOWN | 0.264373 | D4
KEY_DOWN | 0.743921 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|2|-
-|3|-
KEY_DOWN | 0.161599 | W
KEY_DOWN | 0.174501 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.266918 | L
KEY_UP |0.0| L
KEY_DOWN | 0.039443 | C
KEY_UP |0.0| C
KEY_DOWN | 0.187000 | O
KEY_UP |0.0| O
KEY_DOWN | 0.265641 | M
KEY_UP |0.0| M
KEY_DOWN | 0.334779 | E
KEY_UP |0.0| E
KEY_DOWN | 0.214540 | D4
KEY_DOWN | 0.642823 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|3|-
-|4|-
KEY_DOWN | 0.139459 | W
KEY_DOWN | 0.214593 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.297514 | L
KEY_UP |0.0| L
KEY_DOWN | 0.044200 | C
KEY_UP |0.0| C
KEY_DOWN | 0.180058 | O
KEY_UP |0.0| O
KEY_DOWN | 0.226076 | M
KEY_UP |0.0| M
KEY_DOWN | 0.274412 | E
KEY_UP |0.0| E
KEY_DOWN | 0.274992 | D4
KEY_DOWN | 1.508942 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|4|-
-|5|-
KEY_DOWN | 0.124739 | W
KEY_DOWN | 0.140705 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.127047 | L
KEY_UP |0.0| L
KEY_DOWN | 0.040038 | C
KEY_UP |0.0| C
KEY_DOWN | 1.091520 | O
KEY_UP |0.0| O
KEY_DOWN | 0.291411 | M
KEY_UP |0.0| M
KEY_DOWN | 0.292439 | E
KEY_UP |0.0| E
KEY_DOWN | 0.228324 | D4
KEY_DOWN | 0.311983 | D2
KEY_UP |0.0| D4
KEY_UP |0.0| D2
-|5|-
-|6|-
KEY_DOWN | 0.126972 | W
KEY_DOWN | 0.141378 | E
KEY_UP |0.0| W
KEY_UP |0.0| E
KEY_DOWN | 0.298555 | L
KEY_UP |0.0| L
KEY_DOWN | 0.060232 | C
KEY_UP |0.0| C
